,datetime,predict2,CashType,1y0
189597,2018-05-01 13:00:00,13.0836332321167,return,12.0
189598,2018-05-01 13:30:00,13.383633232116699,return,14.0
189599,2018-05-01 14:00:00,11.883633232116699,return,4.0
189600,2018-05-01 14:30:00,12.483633232116699,return,8.0
189601,2018-05-01 15:00:00,12.9336332321167,return,11.0
189602,2018-05-01 15:30:00,12.3336332321167,return,7.0
189603,2018-05-01 16:00:00,12.942195701599122,return,12.0
189604,2018-05-01 16:30:00,12.607032775878906,return,10.0
189605,2018-05-01 17:00:00,12.078822326660156,return,13.0
189606,2018-05-01 17:30:00,11.143659400939942,return,7.0
189607,2018-05-01 18:00:00,10.729666900634765,return,8.0
189608,2018-05-01 18:30:00,9.431252670288085,return,3.0
189609,2018-05-01 19:00:00,9.58325481414795,return,10.0
189610,2018-05-01 19:30:00,8.830345916748048,return,7.0
189611,2018-05-01 20:00:00,8.902521324157714,return,8.0
189612,2018-05-01 20:30:00,8.578935909271241,return,7.0
189613,2018-05-01 21:00:00,8.21176986694336,return,7.0
189614,2018-05-01 21:30:00,7.60659875869751,return,6.0
189615,2018-05-01 22:00:00,5.324016475677491,return,1.0
189616,2018-05-01 22:30:00,5.219711971282959,return,3.0
189617,2018-05-01 23:00:00,3.97906494140625,return,-1.0
189618,2018-05-01 23:30:00,2.380603790283203,return,-1.0
189619,2018-05-01 07:00:00,66.75132598876954,usual,66.0
189620,2018-05-01 07:30:00,124.28630981445312,usual,94.0
189621,2018-05-01 08:00:00,132.6966110229492,usual,104.0
189622,2018-05-01 08:30:00,148.4454772949219,usual,147.0
189623,2018-05-01 09:00:00,165.9631378173828,usual,173.0
189624,2018-05-01 09:30:00,181.3223876953125,usual,175.0
189625,2018-05-01 10:00:00,216.7039031982422,usual,180.0
189626,2018-05-01 10:30:00,238.07449035644532,usual,232.0
189627,2018-05-01 11:00:00,248.80099182128907,usual,217.0
189628,2018-05-01 11:30:00,260.7499084472656,usual,235.0
189629,2018-05-01 12:00:00,284.1900665283203,usual,313.0
189630,2018-05-01 12:30:00,278.7900665283203,usual,277.0
189631,2018-05-01 13:00:00,274.4400665283203,usual,248.0
189632,2018-05-01 13:30:00,274.4400665283203,usual,248.0
189633,2018-05-01 14:00:00,269.8694183349609,usual,208.0
189634,2018-05-01 14:30:00,286.51941833496096,usual,319.0
189635,2018-05-01 15:00:00,274.21698303222655,usual,258.0
189636,2018-05-01 15:30:00,268.8169830322266,usual,222.0
189637,2018-05-01 16:00:00,248.56744079589845,usual,207.0
189638,2018-05-01 16:30:00,248.85634155273436,usual,233.0
189639,2018-05-01 17:00:00,221.54539489746094,usual,220.0
189640,2018-05-01 17:30:00,215.1064880371094,usual,212.0
189641,2018-05-01 18:00:00,200.7360626220703,usual,219.0
189642,2018-05-01 18:30:00,194.59715576171874,usual,213.0
189643,2018-05-01 19:00:00,184.81109313964845,usual,217.0
189644,2018-05-01 19:30:00,176.84662475585938,usual,201.0
189645,2018-05-01 20:00:00,165.66517639160156,usual,185.0
189646,2018-05-01 20:30:00,160.16802978515625,usual,165.0
189647,2018-05-01 21:00:00,154.64383697509766,usual,190.0
189648,2018-05-01 21:30:00,140.3564193725586,usual,147.0
189649,2018-05-01 22:00:00,126.70755462646484,usual,147.0
189650,2018-05-01 22:30:00,105.29634857177734,usual,105.0
189651,2018-05-01 23:00:00,83.34080657958984,usual,69.0
189652,2018-05-01 23:30:00,67.08440017700195,usual,65.0
189653,2018-05-01 07:00:00,-1.0,give,-1.0
189654,2018-05-01 07:30:00,-1.0,give,-1.0
189655,2018-05-01 08:00:00,-1.0,give,-1.0
189656,2018-05-01 08:30:00,-1.0,give,-1.0
189657,2018-05-01 09:00:00,-1.0,give,-1.0
189658,2018-05-01 09:30:00,-1.0,give,-1.0
189659,2018-05-01 10:00:00,-1.0,give,-1.0
189660,2018-05-01 10:30:00,-1.0,give,-1.0
189661,2018-05-01 11:00:00,-1.0,give,-1.0
189662,2018-05-01 11:30:00,-1.0,give,-1.0
189663,2018-05-01 12:00:00,-1.0,give,-1.0
189664,2018-05-01 12:30:00,-1.0,give,-1.0
189665,2018-05-01 13:00:00,-1.0,give,-1.0
189666,2018-05-01 13:30:00,-1.0,give,-1.0
189667,2018-05-01 14:00:00,-1.0,give,-1.0
189668,2018-05-01 14:30:00,-1.0,give,-1.0
189669,2018-05-01 15:00:00,-1.0,give,-1.0
189670,2018-05-01 15:30:00,-1.0,give,-1.0
189671,2018-05-01 16:00:00,-1.0,give,-1.0
189672,2018-05-01 16:30:00,-1.0,give,-1.0
189673,2018-05-01 17:00:00,-1.0,give,-1.0
189674,2018-05-01 17:30:00,-1.0,give,-1.0
189675,2018-05-01 18:00:00,-1.0,give,-1.0
189676,2018-05-01 18:30:00,-1.0,give,-1.0
189677,2018-05-01 19:00:00,-1.0,give,-1.0
189678,2018-05-01 19:30:00,-1.0,give,-1.0
189679,2018-05-01 20:00:00,-1.0,give,-1.0
189680,2018-05-01 20:30:00,-1.0,give,-1.0
189681,2018-05-01 21:00:00,-1.0,give,-1.0
189682,2018-05-01 21:30:00,-1.0,give,-1.0
189683,2018-05-01 22:00:00,-1.0,give,-1.0
189684,2018-05-01 22:30:00,-1.0,give,-1.0
189685,2018-05-01 23:00:00,-1.0,give,-1.0
189686,2018-05-01 23:30:00,-1.0,give,-1.0
189687,2018-05-01 07:00:00,4.231240272521973,info,-1.0
189688,2018-05-01 07:30:00,4.65046501159668,info,-1.0
189689,2018-05-01 08:00:00,4.231240272521973,info,-1.0
189690,2018-05-01 08:30:00,4.65046501159668,info,-1.0
189691,2018-05-01 09:00:00,7.938549995422363,info,-1.0
189692,2018-05-01 09:30:00,7.938549995422363,info,-1.0
189693,2018-05-01 10:00:00,7.938549995422363,info,-1.0
189694,2018-05-01 10:30:00,7.938549995422363,info,-1.0
189695,2018-05-01 11:00:00,6.897767448425293,info,1.0
189696,2018-05-01 11:30:00,7.938549995422363,info,-1.0
189697,2018-05-01 12:00:00,7.919296836853027,info,4.0
189698,2018-05-01 12:30:00,8.610937118530273,info,-1.0
189699,2018-05-01 13:00:00,9.4517822265625,info,-1.0
189700,2018-05-01 13:30:00,9.4517822265625,info,-1.0
189701,2018-05-01 14:00:00,8.224618911743164,info,-1.0
189702,2018-05-01 14:30:00,7.800629138946533,info,-1.0
189703,2018-05-01 15:00:00,4.588393974304199,info,2.0
189704,2018-05-01 15:30:00,4.463319778442383,info,-1.0
189705,2018-05-01 16:00:00,4.427962303161621,info,-1.0
189706,2018-05-01 16:30:00,4.427962303161621,info,-1.0
189707,2018-05-01 17:00:00,5.222500610351562,info,7.0
189708,2018-05-01 17:30:00,4.9088239669799805,info,-1.0
189709,2018-05-01 18:00:00,5.2419281005859375,info,-1.0
189710,2018-05-01 18:30:00,5.2419281005859375,info,-1.0
189711,2018-05-01 19:00:00,5.2419281005859375,info,-1.0
189712,2018-05-01 19:30:00,5.2419281005859375,info,-1.0
189713,2018-05-01 20:00:00,5.9218292236328125,info,-1.0
189714,2018-05-01 20:30:00,5.9218292236328125,info,-1.0
189715,2018-05-01 21:00:00,6.166697978973389,info,-1.0
189716,2018-05-01 21:30:00,6.166697978973389,info,-1.0
189717,2018-05-01 22:00:00,5.281200408935547,info,-1.0
189718,2018-05-01 22:30:00,5.281200408935547,info,-1.0
189719,2018-05-01 23:00:00,4.34990119934082,info,-1.0
189720,2018-05-01 23:30:00,4.34990119934082,info,-1.0
189721,2018-05-01 07:00:00,-1.0,extra,-1.0
189722,2018-05-01 07:30:00,-1.0,extra,-1.0
189723,2018-05-01 08:00:00,-1.0,extra,-1.0
189724,2018-05-01 08:30:00,-1.0,extra,-1.0
189725,2018-05-01 09:00:00,-1.0,extra,-1.0
189726,2018-05-01 09:30:00,-1.0,extra,-1.0
189727,2018-05-01 10:00:00,-1.0,extra,-1.0
189728,2018-05-01 10:30:00,-1.0,extra,-1.0
189729,2018-05-01 11:00:00,-1.0,extra,-1.0
189730,2018-05-01 11:30:00,-1.0,extra,-1.0
189731,2018-05-01 12:00:00,-1.0,extra,-1.0
189732,2018-05-01 12:30:00,-1.0,extra,-1.0
189733,2018-05-01 13:00:00,-1.0,extra,-1.0
189734,2018-05-01 13:30:00,-1.0,extra,-1.0
189735,2018-05-01 14:00:00,-1.0,extra,-1.0
189736,2018-05-01 14:30:00,-1.0,extra,-1.0
189737,2018-05-01 15:00:00,-1.0,extra,-1.0
189738,2018-05-01 15:30:00,-1.0,extra,-1.0
189739,2018-05-01 16:00:00,-1.0,extra,-1.0
189740,2018-05-01 16:30:00,-1.0,extra,-1.0
189741,2018-05-01 17:00:00,-1.0,extra,-1.0
189742,2018-05-01 17:30:00,-1.0,extra,-1.0
189743,2018-05-01 18:00:00,-1.0,extra,-1.0
189744,2018-05-01 18:30:00,-1.0,extra,-1.0
189745,2018-05-01 19:00:00,-1.0,extra,-1.0
189746,2018-05-01 19:30:00,-1.0,extra,-1.0
189747,2018-05-01 20:00:00,-1.0,extra,-1.0
189748,2018-05-01 20:30:00,-1.0,extra,-1.0
189749,2018-05-01 21:00:00,-1.0,extra,-1.0
189750,2018-05-01 21:30:00,-1.0,extra,-1.0
189751,2018-05-01 22:00:00,-1.0,extra,-1.0
189752,2018-05-01 22:30:00,-1.0,extra,-1.0
189753,2018-05-01 23:00:00,-1.0,extra,-1.0
189754,2018-05-01 23:30:00,-1.0,extra,-1.0
189755,2018-05-02 00:00:00,2.6797378063201904,deli,-1.0
189756,2018-05-02 07:00:00,2.6797378063201904,deli,-1.0
189757,2018-05-02 07:30:00,3.100446939468384,deli,-1.0
189758,2018-05-02 08:00:00,2.6797378063201904,deli,-1.0
189759,2018-05-02 08:30:00,4.135380029678345,deli,10.0
189760,2018-05-02 09:00:00,2.8689486980438232,deli,-1.0
189761,2018-05-02 09:30:00,2.7841293811798096,deli,-1.0
189762,2018-05-02 10:00:00,4.991368770599365,deli,-1.0
189763,2018-05-02 10:30:00,4.991368770599365,deli,-1.0
189764,2018-05-02 11:00:00,6.468724727630615,deli,-1.0
189765,2018-05-02 11:30:00,6.468724727630615,deli,-1.0
189766,2018-05-02 12:00:00,5.674362087249756,deli,1.0
189767,2018-05-02 12:30:00,8.524362087249756,deli,20.0
189768,2018-05-02 13:00:00,6.761600971221924,deli,-1.0
189769,2018-05-02 13:30:00,6.761600971221924,deli,-1.0
189770,2018-05-02 14:00:00,6.761600971221924,deli,-1.0
189771,2018-05-02 14:30:00,6.761600971221924,deli,-1.0
189772,2018-05-02 15:00:00,6.505881309509277,deli,-1.0
189773,2018-05-02 15:30:00,6.505881309509277,deli,-1.0
189774,2018-05-02 16:00:00,6.149370193481445,deli,-1.0
189775,2018-05-02 16:30:00,5.676964950561524,deli,3.0
189776,2018-05-02 17:00:00,5.967297554016113,deli,-1.0
189777,2018-05-02 17:30:00,5.967297554016113,deli,-1.0
189778,2018-05-02 18:00:00,5.6307759284973145,deli,-1.0
189779,2018-05-02 18:30:00,5.6307759284973145,deli,-1.0
189780,2018-05-02 19:00:00,5.6307759284973145,deli,-1.0
189781,2018-05-02 19:30:00,5.6307759284973145,deli,-1.0
189782,2018-05-02 20:00:00,5.6307759284973145,deli,-1.0
189783,2018-05-02 20:30:00,5.6307759284973145,deli,-1.0
189784,2018-05-02 21:00:00,5.281641483306885,deli,-1.0
189785,2018-05-02 21:30:00,5.5393956184387205,deli,7.0
189786,2018-05-02 22:00:00,5.386966562271118,deli,14.0
189787,2018-05-02 22:30:00,3.8670194149017334,deli,-1.0
189788,2018-05-02 23:00:00,2.9694981575012207,deli,-1.0
189789,2018-05-02 23:30:00,2.734318256378174,deli,-1.0
189790,2018-05-02 00:00:00,1.452991247177124,return,-1.0
189791,2018-05-02 07:00:00,3.546716022491455,return,2.0
189792,2018-05-02 07:30:00,3.396716022491455,return,1.0
189793,2018-05-02 08:00:00,4.533849239349365,return,-1.0
189794,2018-05-02 08:30:00,5.024030303955078,return,4.0
189795,2018-05-02 09:00:00,6.101686668395996,return,3.0
189796,2018-05-02 09:30:00,7.576245307922363,return,-1.0
189797,2018-05-02 10:00:00,10.097890853881836,return,-1.0
189798,2018-05-02 10:30:00,10.699108695983886,return,9.0
189799,2018-05-02 11:00:00,11.55816593170166,return,6.0
189800,2018-05-02 11:30:00,12.049282264709472,return,8.0
189801,2018-05-02 12:00:00,13.233633232116699,return,13.0
189802,2018-05-02 12:30:00,12.633633232116699,return,9.0
189803,2018-05-02 13:00:00,12.633633232116699,return,9.0
189804,2018-05-02 13:30:00,12.9336332321167,return,11.0
189805,2018-05-02 14:00:00,13.383633232116699,return,14.0
189806,2018-05-02 14:30:00,13.6836332321167,return,16.0
189807,2018-05-02 15:00:00,12.3336332321167,return,7.0
189808,2018-05-02 15:30:00,13.5336332321167,return,15.0
189809,2018-05-02 16:00:00,11.892195701599121,return,5.0
189810,2018-05-02 16:30:00,12.007032775878907,return,6.0
189811,2018-05-02 17:00:00,11.778822326660157,return,11.0
189812,2018-05-02 17:30:00,11.29365940093994,return,8.0
189813,2018-05-02 18:00:00,10.429666900634766,return,6.0
189814,2018-05-02 18:30:00,10.181252670288085,return,8.0
189815,2018-05-02 19:00:00,9.13325481414795,return,7.0
189816,2018-05-02 19:30:00,8.830345916748048,return,7.0
189817,2018-05-02 20:00:00,9.352521324157715,return,11.0
189818,2018-05-02 20:30:00,8.72893590927124,return,8.0
189819,2018-05-02 21:00:00,8.81176986694336,return,11.0
189820,2018-05-02 21:30:00,8.05659875869751,return,9.0
189821,2018-05-02 22:00:00,5.92401647567749,return,5.0
189822,2018-05-02 22:30:00,7.169711971282959,return,16.0
189823,2018-05-02 23:00:00,4.282205247879029,return,6.0
189824,2018-05-02 23:30:00,2.380603790283203,return,-1.0
189825,2018-05-02 00:00:00,12.33208179473877,usual,10.0
189826,2018-05-02 07:00:00,69.90132598876953,usual,87.0
189827,2018-05-02 07:30:00,127.7107650756836,usual,133.0
189828,2018-05-02 08:00:00,149.08325653076173,usual,147.0
189829,2018-05-02 08:30:00,158.697412109375,usual,194.0
189830,2018-05-02 09:00:00,176.49373474121094,usual,201.0
189831,2018-05-02 09:30:00,188.396435546875,usual,207.0
189832,2018-05-02 10:00:00,225.55921936035156,usual,-1.0
189833,2018-05-02 10:30:00,252.68453674316407,usual,322.0
189834,2018-05-02 11:00:00,263.95099182128905,usual,318.0
189835,2018-05-02 11:30:00,273.4999084472656,usual,320.0
189836,2018-05-02 12:00:00,287.2830413818359,usual,316.0
189837,2018-05-02 12:30:00,284.2830413818359,usual,296.0
189838,2018-05-02 13:00:00,284.88304138183594,usual,300.0
189839,2018-05-02 13:30:00,291.93304138183595,usual,347.0
189840,2018-05-02 14:00:00,279.76941833496096,usual,274.0
189841,2018-05-02 14:30:00,277.51941833496096,usual,259.0
189842,2018-05-02 15:00:00,283.21698303222655,usual,318.0
189843,2018-05-02 15:30:00,277.51698303222656,usual,280.0
189844,2018-05-02 16:00:00,258.9174407958984,usual,276.0
189845,2018-05-02 16:30:00,254.7063415527344,usual,272.0
189846,2018-05-02 17:00:00,223.94539489746094,usual,236.0
189847,2018-05-02 17:30:00,219.00648803710936,usual,238.0
189848,2018-05-02 18:00:00,206.43606262207032,usual,257.0
189849,2018-05-02 18:30:00,201.04715576171876,usual,256.0
189850,2018-05-02 19:00:00,186.01109313964844,usual,225.0
189851,2018-05-02 19:30:00,170.84662475585938,usual,161.0
189852,2018-05-02 20:00:00,166.11517639160155,usual,188.0
189853,2018-05-02 20:30:00,160.16802978515625,usual,165.0
189854,2018-05-02 21:00:00,149.99383697509765,usual,159.0
189855,2018-05-02 21:30:00,141.5564193725586,usual,155.0
189856,2018-05-02 22:00:00,128.35755462646483,usual,158.0
189857,2018-05-02 22:30:00,108.89634857177734,usual,129.0
189858,2018-05-02 23:00:00,90.24080657958984,usual,115.0
189859,2018-05-02 23:30:00,67.45223236083984,usual,-1.0
189860,2018-05-02 00:00:00,-1.0,give,-1.0
189861,2018-05-02 07:00:00,-1.0,give,-1.0
189862,2018-05-02 07:30:00,-1.0,give,-1.0
189863,2018-05-02 08:00:00,-1.0,give,-1.0
189864,2018-05-02 08:30:00,-1.0,give,-1.0
189865,2018-05-02 09:00:00,-1.0,give,-1.0
189866,2018-05-02 09:30:00,-1.0,give,-1.0
189867,2018-05-02 10:00:00,-1.0,give,-1.0
189868,2018-05-02 10:30:00,-1.0,give,-1.0
189869,2018-05-02 11:00:00,-1.0,give,-1.0
189870,2018-05-02 11:30:00,-1.0,give,-1.0
189871,2018-05-02 12:00:00,-1.0,give,-1.0
189872,2018-05-02 12:30:00,-1.0,give,-1.0
189873,2018-05-02 13:00:00,-1.0,give,-1.0
189874,2018-05-02 13:30:00,-1.0,give,-1.0
189875,2018-05-02 14:00:00,-1.0,give,-1.0
189876,2018-05-02 14:30:00,-1.0,give,-1.0
189877,2018-05-02 15:00:00,-1.0,give,-1.0
189878,2018-05-02 15:30:00,-1.0,give,-1.0
189879,2018-05-02 16:00:00,-1.0,give,-1.0
189880,2018-05-02 16:30:00,-1.0,give,-1.0
189881,2018-05-02 17:00:00,-1.0,give,-1.0
189882,2018-05-02 17:30:00,-1.0,give,-1.0
189883,2018-05-02 18:00:00,-1.0,give,-1.0
189884,2018-05-02 18:30:00,-1.0,give,-1.0
189885,2018-05-02 19:00:00,-1.0,give,-1.0
189886,2018-05-02 19:30:00,-1.0,give,-1.0
189887,2018-05-02 20:00:00,-1.0,give,-1.0
189888,2018-05-02 20:30:00,-1.0,give,-1.0
189889,2018-05-02 21:00:00,-1.0,give,-1.0
189890,2018-05-02 21:30:00,-1.0,give,-1.0
189891,2018-05-02 22:00:00,-1.0,give,-1.0
189892,2018-05-02 22:30:00,-1.0,give,-1.0
189893,2018-05-02 23:00:00,-1.0,give,-1.0
189894,2018-05-02 23:30:00,-1.0,give,-1.0
189895,2018-05-02 00:00:00,3.2539303302764893,info,-1.0
189896,2018-05-02 07:00:00,4.327887535095215,info,-1.0
189897,2018-05-02 07:30:00,5.838797569274902,info,-1.0
189898,2018-05-02 08:00:00,4.488051891326904,info,-1.0
189899,2018-05-02 08:30:00,5.838797569274902,info,-1.0
189900,2018-05-02 09:00:00,8.628738403320312,info,-1.0
189901,2018-05-02 09:30:00,8.628738403320312,info,-1.0
189902,2018-05-02 10:00:00,8.628738403320312,info,-1.0
189903,2018-05-02 10:30:00,8.628738403320312,info,-1.0
189904,2018-05-02 11:00:00,8.628738403320312,info,-1.0
189905,2018-05-02 11:30:00,8.628738403320312,info,-1.0
189906,2018-05-02 12:00:00,9.301125526428223,info,-1.0
189907,2018-05-02 12:30:00,9.301125526428223,info,-1.0
189908,2018-05-02 13:00:00,10.14197063446045,info,-1.0
189909,2018-05-02 13:30:00,10.14197063446045,info,-1.0
189910,2018-05-02 14:00:00,8.91480827331543,info,-1.0
189911,2018-05-02 14:30:00,8.49081802368164,info,-1.0
189912,2018-05-02 15:00:00,5.735357761383057,info,-1.0
189913,2018-05-02 15:30:00,5.130482196807861,info,5.0
189914,2018-05-02 16:00:00,5.250427627563477,info,6.0
189915,2018-05-02 16:30:00,4.950427627563476,info,4.0
189916,2018-05-02 17:00:00,5.072500610351563,info,6.0
189917,2018-05-02 17:30:00,4.9088239669799805,info,-1.0
189918,2018-05-02 18:00:00,4.755638885498047,info,2.0
189919,2018-05-02 18:30:00,4.905638885498047,info,3.0
189920,2018-05-02 19:00:00,5.2419281005859375,info,-1.0
189921,2018-05-02 19:30:00,5.2419281005859375,info,-1.0
189922,2018-05-02 20:00:00,5.783555030822754,info,5.0
189923,2018-05-02 20:30:00,5.333555030822754,info,2.0
189924,2018-05-02 21:00:00,6.166697978973389,info,-1.0
189925,2018-05-02 21:30:00,5.991693496704102,info,5.0
189926,2018-05-02 22:00:00,5.281200408935547,info,-1.0
189927,2018-05-02 22:30:00,5.281200408935547,info,-1.0
189928,2018-05-02 23:00:00,4.740865707397461,info,-1.0
189929,2018-05-02 23:30:00,4.740865707397461,info,-1.0
189930,2018-05-02 00:00:00,-1.0,extra,-1.0
189931,2018-05-02 07:00:00,-1.0,extra,-1.0
189932,2018-05-02 07:30:00,-1.0,extra,-1.0
189933,2018-05-02 08:00:00,-1.0,extra,-1.0
189934,2018-05-02 08:30:00,-1.0,extra,-1.0
189935,2018-05-02 09:00:00,-1.0,extra,-1.0
189936,2018-05-02 09:30:00,-1.0,extra,-1.0
189937,2018-05-02 10:00:00,-1.0,extra,-1.0
189938,2018-05-02 10:30:00,-1.0,extra,-1.0
189939,2018-05-02 11:00:00,-1.0,extra,-1.0
189940,2018-05-02 11:30:00,-1.0,extra,-1.0
189941,2018-05-02 12:00:00,-1.0,extra,-1.0
189942,2018-05-02 12:30:00,-1.0,extra,-1.0
189943,2018-05-02 13:00:00,-1.0,extra,-1.0
189944,2018-05-02 13:30:00,-1.0,extra,-1.0
189945,2018-05-02 14:00:00,-1.0,extra,-1.0
189946,2018-05-02 14:30:00,-1.0,extra,-1.0
189947,2018-05-02 15:00:00,-1.0,extra,-1.0
189948,2018-05-02 15:30:00,-1.0,extra,-1.0
189949,2018-05-02 16:00:00,-1.0,extra,-1.0
189950,2018-05-02 16:30:00,-1.0,extra,-1.0
189951,2018-05-02 17:00:00,-1.0,extra,-1.0
189952,2018-05-02 17:30:00,-1.0,extra,-1.0
189953,2018-05-02 18:00:00,-1.0,extra,-1.0
189954,2018-05-02 18:30:00,-1.0,extra,-1.0
189955,2018-05-02 19:00:00,-1.0,extra,-1.0
189956,2018-05-02 19:30:00,-1.0,extra,-1.0
189957,2018-05-02 20:00:00,-1.0,extra,-1.0
189958,2018-05-02 20:30:00,-1.0,extra,-1.0
189959,2018-05-02 21:00:00,-1.0,extra,-1.0
189960,2018-05-02 21:30:00,-1.0,extra,-1.0
189961,2018-05-02 22:00:00,-1.0,extra,-1.0
189962,2018-05-02 22:30:00,-1.0,extra,-1.0
189963,2018-05-02 23:00:00,-1.0,extra,-1.0
189964,2018-05-02 23:30:00,-1.0,extra,-1.0
189965,2018-05-03 00:00:00,3.043457269668579,deli,-1.0
189966,2018-05-03 07:00:00,3.043457269668579,deli,-1.0
189967,2018-05-03 07:30:00,3.2583212852478027,deli,-1.0
189968,2018-05-03 08:00:00,3.043457269668579,deli,-1.0
189969,2018-05-03 08:30:00,3.2583212852478027,deli,-1.0
189970,2018-05-03 09:00:00,3.074793815612793,deli,-1.0
189971,2018-05-03 09:30:00,2.7841293811798096,deli,-1.0
189972,2018-05-03 10:00:00,6.033546257019043,deli,7.0
189973,2018-05-03 10:30:00,6.483546257019043,deli,10.0
189974,2018-05-03 11:00:00,6.232345390319824,deli,7.0
189975,2018-05-03 11:30:00,6.096876621246338,deli,-1.0
189976,2018-05-03 12:00:00,6.9203869819641115,deli,13.0
189977,2018-05-03 12:30:00,5.570386981964111,deli,4.0
189978,2018-05-03 13:00:00,6.909289169311523,deli,12.0
189979,2018-05-03 13:30:00,8.559289169311523,deli,23.0
189980,2018-05-03 14:00:00,7.209289169311523,deli,14.0
189981,2018-05-03 14:30:00,6.010928153991699,deli,-1.0
189982,2018-05-03 15:00:00,5.7499918937683105,deli,5.0
189983,2018-05-03 15:30:00,5.7499918937683105,deli,5.0
189984,2018-05-03 16:00:00,5.407637596130371,deli,-1.0
189985,2018-05-03 16:30:00,5.407637596130371,deli,-1.0
189986,2018-05-03 17:00:00,5.478519439697266,deli,-1.0
189987,2018-05-03 17:30:00,5.478519439697266,deli,-1.0
189988,2018-05-03 18:00:00,5.6307759284973145,deli,-1.0
189989,2018-05-03 18:30:00,5.6307759284973145,deli,-1.0
189990,2018-05-03 19:00:00,5.2361595153808596,deli,3.0
189991,2018-05-03 19:30:00,5.6307759284973145,deli,-1.0
189992,2018-05-03 20:00:00,5.9861595153808596,deli,8.0
189993,2018-05-03 20:30:00,6.43615951538086,deli,11.0
189994,2018-05-03 21:00:00,5.281641483306885,deli,-1.0
189995,2018-05-03 21:30:00,5.281641483306885,deli,-1.0
189996,2018-05-03 22:00:00,3.641236448287964,deli,1.0
189997,2018-05-03 22:30:00,4.10733699798584,deli,-1.0
189998,2018-05-03 23:00:00,3.209815502166748,deli,-1.0
189999,2018-05-03 23:30:00,2.9746358394622803,deli,-1.0
190000,2018-05-03 00:00:00,1.452991247177124,return,-1.0
190001,2018-05-03 07:00:00,4.146716022491455,return,6.0
190002,2018-05-03 07:30:00,3.396716022491455,return,1.0
190003,2018-05-03 08:00:00,4.533849239349365,return,-1.0
190004,2018-05-03 08:30:00,5.024030303955078,return,4.0
190005,2018-05-03 09:00:00,6.5516866683959964,return,6.0
190006,2018-05-03 09:30:00,7.039808845520019,return,4.0
190007,2018-05-03 10:00:00,8.40150327682495,return,8.0
190008,2018-05-03 10:30:00,9.170900440216064,return,9.0
190009,2018-05-03 11:00:00,10.831549453735352,return,17.0
190010,2018-05-03 11:30:00,10.179511451721192,return,11.0
