index,datetime,predict2,CashType
184360,2018-04-03 22:30:00,-1.0,deli
184361,2018-04-03 23:00:00,-1.0,deli
184362,2018-04-03 23:30:00,-1.0,deli
184363,2018-04-03 00:00:00,-1.0,return
184364,2018-04-03 07:00:00,-1.0,return
184365,2018-04-03 07:30:00,-1.0,return
184366,2018-04-03 08:00:00,-1.0,return
184367,2018-04-03 08:30:00,-1.0,return
184368,2018-04-03 09:00:00,-1.0,return
184369,2018-04-03 09:30:00,-1.0,return
184370,2018-04-03 10:00:00,-1.0,return
184371,2018-04-03 10:30:00,-1.0,return
184372,2018-04-03 11:00:00,-1.0,return
184373,2018-04-03 11:30:00,-1.0,return
184374,2018-04-03 12:00:00,-1.0,return
184375,2018-04-03 12:30:00,-1.0,return
184376,2018-04-03 13:00:00,-1.0,return
184377,2018-04-03 13:30:00,-1.0,return
184378,2018-04-03 14:00:00,-1.0,return
184379,2018-04-03 14:30:00,-1.0,return
184380,2018-04-03 15:00:00,-1.0,return
184381,2018-04-03 15:30:00,-1.0,return
184382,2018-04-03 16:00:00,-1.0,return
184383,2018-04-03 16:30:00,-1.0,return
184384,2018-04-03 17:00:00,-1.0,return
184385,2018-04-03 17:30:00,-1.0,return
184386,2018-04-03 18:00:00,-1.0,return
184387,2018-04-03 18:30:00,-1.0,return
184388,2018-04-03 19:00:00,-1.0,return
184389,2018-04-03 19:30:00,-1.0,return
184390,2018-04-03 20:00:00,-1.0,return
184391,2018-04-03 20:30:00,-1.0,return
184392,2018-04-03 21:00:00,-1.0,return
184393,2018-04-03 21:30:00,-1.0,return
184394,2018-04-03 22:00:00,-1.0,return
184395,2018-04-03 22:30:00,-1.0,return
184396,2018-04-03 23:00:00,-1.0,return
184397,2018-04-03 23:30:00,-1.0,return
184398,2018-04-03 00:00:00,11.601016235351562,usual
184399,2018-04-03 07:00:00,75.93551940917969,usual
184400,2018-04-03 07:30:00,121.23694610595703,usual
184401,2018-04-03 08:00:00,135.38884429931642,usual
184402,2018-04-03 08:30:00,143.75262756347655,usual
184403,2018-04-03 09:00:00,162.23133239746093,usual
184404,2018-04-03 09:30:00,184.4141632080078,usual
184405,2018-04-03 10:00:00,198.76756591796874,usual
184406,2018-04-03 10:30:00,210.0722412109375,usual
184407,2018-04-03 11:00:00,226.60393981933595,usual
184408,2018-04-03 11:30:00,232.1254669189453,usual
184409,2018-04-03 12:00:00,229.75493469238282,usual
184410,2018-04-03 12:30:00,232.8549346923828,usual
184411,2018-04-03 13:00:00,237.95632934570312,usual
184412,2018-04-03 13:30:00,231.05632934570312,usual
184413,2018-04-03 14:00:00,228.6800048828125,usual
184414,2018-04-03 14:30:00,226.7800048828125,usual
184415,2018-04-03 15:00:00,228.56300048828126,usual
184416,2018-04-03 15:30:00,225.96300048828124,usual
184417,2018-04-03 16:00:00,201.4672821044922,usual
184418,2018-04-03 16:30:00,195.11010131835937,usual
184419,2018-04-03 17:00:00,189.99097900390626,usual
184420,2018-04-03 17:30:00,182.25657348632814,usual
184421,2018-04-03 18:00:00,171.4272705078125,usual
184422,2018-04-03 18:30:00,166.59288024902344,usual
184423,2018-04-03 19:00:00,157.57399291992186,usual
184424,2018-04-03 19:30:00,148.7396026611328,usual
184425,2018-04-03 20:00:00,149.35237731933594,usual
184426,2018-04-03 20:30:00,142.03243103027344,usual
184427,2018-04-03 21:00:00,139.1372863769531,usual
184428,2018-04-03 21:30:00,132.4778259277344,usual
184429,2018-04-03 22:00:00,118.95794372558593,usual
184430,2018-04-03 22:30:00,104.05419921875,usual
184431,2018-04-03 23:00:00,78.40890350341797,usual
184432,2018-04-03 23:30:00,62.644751739501956,usual
184433,2018-04-03 00:00:00,-1.0,give
184434,2018-04-03 07:00:00,-1.0,give
184435,2018-04-03 07:30:00,-1.0,give
184436,2018-04-03 08:00:00,-1.0,give
184437,2018-04-03 08:30:00,-1.0,give
184438,2018-04-03 09:00:00,-1.0,give
184439,2018-04-03 09:30:00,-1.0,give
184440,2018-04-03 10:00:00,-1.0,give
184441,2018-04-03 10:30:00,-1.0,give
184442,2018-04-03 11:00:00,-1.0,give
184443,2018-04-03 11:30:00,-1.0,give
184444,2018-04-03 12:00:00,-1.0,give
184445,2018-04-03 12:30:00,-1.0,give
184446,2018-04-03 13:00:00,-1.0,give
184447,2018-04-03 13:30:00,-1.0,give
184448,2018-04-03 14:00:00,-1.0,give
184449,2018-04-03 14:30:00,-1.0,give
184450,2018-04-03 15:00:00,-1.0,give
184451,2018-04-03 15:30:00,-1.0,give
184452,2018-04-03 16:00:00,-1.0,give
184453,2018-04-03 16:30:00,-1.0,give
184454,2018-04-03 17:00:00,-1.0,give
184455,2018-04-03 17:30:00,-1.0,give
184456,2018-04-03 18:00:00,-1.0,give
184457,2018-04-03 18:30:00,-1.0,give
184458,2018-04-03 19:00:00,-1.0,give
184459,2018-04-03 19:30:00,-1.0,give
184460,2018-04-03 20:00:00,-1.0,give
184461,2018-04-03 20:30:00,-1.0,give
184462,2018-04-03 21:00:00,-1.0,give
184463,2018-04-03 21:30:00,-1.0,give
184464,2018-04-03 22:00:00,-1.0,give
184465,2018-04-03 22:30:00,-1.0,give
184466,2018-04-03 23:00:00,-1.0,give
184467,2018-04-03 23:30:00,-1.0,give
184468,2018-04-03 00:00:00,-1.0,info
184469,2018-04-03 07:00:00,-1.0,info
184470,2018-04-03 07:30:00,-1.0,info
184471,2018-04-03 08:00:00,-1.0,info
184472,2018-04-03 08:30:00,-1.0,info
184473,2018-04-03 09:00:00,-1.0,info
184474,2018-04-03 09:30:00,-1.0,info
184475,2018-04-03 10:00:00,-1.0,info
184476,2018-04-03 10:30:00,-1.0,info
184477,2018-04-03 11:00:00,-1.0,info
184478,2018-04-03 11:30:00,-1.0,info
184479,2018-04-03 12:00:00,-1.0,info
184480,2018-04-03 12:30:00,-1.0,info
184481,2018-04-03 13:00:00,-1.0,info
184482,2018-04-03 13:30:00,-1.0,info
184483,2018-04-03 14:00:00,-1.0,info
184484,2018-04-03 14:30:00,-1.0,info
184485,2018-04-03 15:00:00,-1.0,info
184486,2018-04-03 15:30:00,-1.0,info
184487,2018-04-03 16:00:00,-1.0,info
184488,2018-04-03 16:30:00,-1.0,info
184489,2018-04-03 17:00:00,-1.0,info
184490,2018-04-03 17:30:00,-1.0,info
184491,2018-04-03 18:00:00,-1.0,info
184492,2018-04-03 18:30:00,-1.0,info
184493,2018-04-03 19:00:00,-1.0,info
